ID,EDO,MES,ANIO,MPIO,HORA,MINUTOS,DIA,DIASEMANA,URBANA,SUBURBANA,TIPACCID,AUTOMOVIL,CAMPASAJ,MICROBUS,PASCAMION,OMNIBUS,TRANVIA,CAMIONETA,CAMION,TRACTOR,FERROCARRI,MOTOCICLET,BICICLETA,OTROVEHIC,CAUSAACCI,CAPAROD,SEXO,ALIENTO,CINTURON,EDAD,CONDMUERTO,CONDHERIDO,PASAMUERTO,PASAHERIDO,PEATMUERTO,PEATHERIDO,CICLMUERTO,CICLHERIDO,OTROMUERTO,OTROHERIDO,TOTMUERTOS,TOTHERIDOS,CLASE,CALLE1,CALLE2,CARRETERA,LONGITUD,LATITUD
15,1,1,2020,1,15,15,1,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,26,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA CONVENCIÓN DE 1914 PONIENTE,CALLE PARÍS,,-102.31219,21.8772
16,1,1,2020,1,17,30,1,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,45,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA CONVENCIÓN DE 1914 SUR,AVENIDA AYUNTAMIENTO,,-102.28384,21.86636
17,1,1,2020,1,18,25,1,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,23,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE OBLATAS,CALLE ADORATRICES,,-102.27454,21.92225
18,1,1,2020,1,23,15,1,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,37,0,0,0,0,0,0,0,0,0,0,0,0,3,BOULEVARD LUIS DONALDO COLOSIO,AVENIDA UNIVERSIDAD,,-102.31753,21.92435
19,1,1,2020,1,0,0,1,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,39,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE LARREÁTEGUI,CALLE GENERAL GUADALUPE VICTORIA,,-102.29847,21.88598
20,1,1,2020,1,23,45,1,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,32,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA CONVENCIÓN DE 1914 ORIENTE,CIRCUITO CIRCUITO DEL CORTE,,-102.28036,21.898410000000002
21,1,1,2020,1,3,0,2,4,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,29,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA AGUASCALIENTES PONIENTE,CALLE NIZA,,-102.3185,21.87369
22,1,1,2020,1,3,50,2,4,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE LAGO BALJASH,CALLE 1857,,-102.34449000000001,21.85216
23,1,1,2020,1,15,35,2,4,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,50,0,0,0,1,0,0,0,0,0,0,0,1,2,AVENIDA LICENCIADO ADOLFO LÓPEZ MATEOS ORIENTE,AVENIDA MANUEL GÓMEZ MORÍN,,-102.27667,21.87835
24,1,1,2020,1,17,20,2,4,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,9,26,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA GERÓNIMO DE LA CUEVA,CALLE CELESTINO LÓPEZ SÁNCHEZ,,-102.25373,21.93817
25,1,1,2020,1,19,0,2,4,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,52,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA UNIVERSIDAD,CALLE SIERRA DE LAS PALOMAS,,-102.31281,21.914279999999998
26,1,1,2020,1,1,0,3,5,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,21,0,0,0,0,0,0,0,0,0,0,0,0,3,BOULEVARD LICENCIADO MIGUEL DE LA MADRID HURTADO,RASGO ARROYO,,-102.31792,21.92512
27,1,1,2020,1,20,15,1,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,29,0,0,0,0,0,0,0,0,0,0,0,0,3,BOULEVARD ÁGUILA,PROLONGACIÓN PASEO DE LA ASUNCIÓN,,-102.30111,21.84962
28,1,1,2020,1,21,10,2,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE LOMA DEL CARDENAL,CALLE CULTURA MOCHE,,-102.23804,21.9115
30,1,1,2020,1,10,20,3,5,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,9,43,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA AGUASCALIENTES ORIENTE,CALLE BONAMPAK,,-102.25291,21.86605
31,1,1,2020,1,12,29,3,5,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,5,9,48,0,0,0,0,0,1,0,0,0,0,0,1,2,AVENIDA CONVENCIÓN DE 1914 SUR,CALLE REPÚBLICA DE NICARAGUA,,-102.30413,21.86712
32,1,1,2020,1,16,0,3,5,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,40,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE GENERAL MIGUEL BARRAGÁN,CALLE DOCTOR GERÓNIMO DE OROZCO,,-102.29007,21.89255
33,1,1,2020,1,17,25,3,5,1,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,5,9,21,0,1,0,0,0,0,0,0,0,0,0,1,2,AVENIDA OJOCALIENTE,AVENIDA SAN GABRIEL,,-102.24845,21.87265
34,1,1,2020,1,8,5,3,5,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,45,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE CAUDILLOS,CALLE 22 DE DICIEMBRE,,-102.25986,21.859
35,1,1,2020,1,19,56,3,5,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,9,48,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE ADORATRICES,CALLE FELIPE SERRANO,,-102.26812,21.92315
36,1,1,2020,1,23,35,3,5,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,2,4,9,38,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA SIGLO XXI,AVENIDA MAHATMA GANDHI,,-102.29375,21.84467
38,1,1,2020,1,5,20,4,6,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,18,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA PASEO DE LA SOLEDAD,CALLE MISIÓN DE LA SOLEDAD,,-102.31815999999999,21.930529999999997
39,1,1,2020,1,12,25,4,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,35,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA AGUASCALIENTES PONIENTE,CALLE ARAGÓN,,-102.31772,21.865460000000002
40,1,1,2020,1,14,30,4,6,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,5,9,46,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA AVENIDA DE LOS MAESTROS,CALLE BARCELONA,,-102.31318,21.86061
41,1,1,2020,1,13,30,4,6,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,9,29,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA AGUASCALIENTES ORIENTE,PROLONGACIÓN ALAMEDA,,-102.26165999999999,21.88804
42,1,1,2020,1,15,50,4,6,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,32,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA INDEPENDENCIA,AVENIDA AGUASCALIENTES NORTE,,-102.29746999999999,21.91568
43,1,1,2020,1,19,0,4,6,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,5,9,62,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA TECNOLÓGICO,CALLE MIGUEL HIDALGO,,-102.24874,21.86992
44,1,1,2020,1,20,30,4,6,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,61,0,2,0,0,0,0,0,0,0,0,0,2,2,BOULEVARD BOULEVARD A ZACATECAS,CALLE AGLAYA,,-102.29233,21.90759
45,1,1,2020,1,2,30,5,7,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,BOULEVARD LUIS DONALDO COLOSIO,CALLE SAN JULIÁN,,-102.30861999999999,21.92452
46,1,1,2020,1,2,20,5,7,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,21,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA AGUASCALIENTES ORIENTE,CALLE COTORINAS,,-102.25901,21.883020000000002
47,1,1,2020,1,14,0,4,6,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,9,33,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE ADORATRICES,CALLE LEGIONARIOS,,-102.27826999999999,21.92216
48,1,1,2020,1,1,30,4,6,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,4,9,28,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA INDEPENDENCIA,AVENIDA NIÑOS HÉROES,,-102.29708000000001,21.93743
49,1,1,2020,1,3,20,5,7,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,35,0,0,0,0,0,0,0,0,0,0,0,0,3,BOULEVARD LUIS DONALDO COLOSIO,CALLE M. CORONADO,,-102.3103,21.924429999999997
50,1,1,2020,1,6,38,5,7,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,66,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE 30 DE JULIO,CALLE CONGRESO DE CHILPANCINGO,,-102.26735,21.8541
51,1,1,2020,1,10,50,6,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,5,9,22,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA ARQUEROS,CALLE PERSEO,,-102.27011,21.86966
52,1,1,2020,1,17,0,6,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,33,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA CONVENCIÓN DE 1914 NORTE,CALLE GENERAL IGNACIO ZARAGOZA,,-102.29857,21.898979999999998
53,1,1,2020,1,19,40,5,7,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,23,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA AGUASCALIENTES PONIENTE,PROLONGACIÓN DOCTOR SALVADOR QUEZADA LIMÓN,,-102.31728000000001,21.88609
54,1,1,2020,1,19,15,5,7,1,0,10,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,4,9,59,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE LOMA DEL CARDENAL,CALLE LOMA DEL VENADO,,-102.24654,21.91314
55,1,1,2020,1,22,25,5,7,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,20,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE REPÚBLICA DE BRASIL,CALLE REPÚBLICA DE GUATEMALA,,-102.29964,21.86551
56,1,1,2020,1,14,35,7,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,29,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE ANTONIO ACEVEDO E.,CALLE CRISTÓBAL COLÓN,,-102.29457,21.880020000000002
57,1,1,2020,1,14,10,7,2,1,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,5,9,32,0,1,0,0,0,0,0,0,0,0,0,1,2,CALLE GENERAL ENRIQUE ESTRADA,CALLE DOCTOR ISIDRO CALERA,,-102.28934,21.89386
58,1,1,2020,1,20,30,7,2,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,9,27,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA HÉROE DE NACOZARI NORTE,AVENIDA CONVENCIÓN DE 1914 NORTE,,-102.2884,21.90178
60,1,1,2020,1,9,20,7,2,1,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,5,9,19,0,1,0,0,0,0,0,0,0,0,0,1,2,AVENIDA AGUASCALIENTES ORIENTE,AVENIDA TECNOLÓGICO,,-102.25543,21.87425
61,1,1,2020,1,12,20,8,3,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,43,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA AGUASCALIENTES PONIENTE,CALLE GUADALUPE GONZÁLEZ,,-102.31738,21.90955
62,1,1,2020,1,12,45,8,3,1,0,10,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,5,9,17,0,1,0,0,0,0,0,0,0,0,0,1,2,BOULEVARD JOSÉ MARÍA CHÁVEZ,AVENIDA AGUASCALIENTES SUR,,-102.29298,21.858079999999998
63,1,1,2020,1,12,45,8,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,24,0,0,0,0,0,1,0,0,0,0,0,1,2,CALLE CRISTÓBAL COLÓN,CALLE HÉROES DE CHAPULTEPEC,,-102.2948,21.87816
64,1,1,2020,1,14,40,8,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,48,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA SIGLO XXI,AVENIDA MAHATMA GANDHI,,-102.29375,21.84467
65,1,1,2020,1,20,3,8,3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,5,9,53,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA SIGLO XXI,CALLE MATÍAS A. DE LA MOTA,,-102.26633000000001,21.92735
66,1,1,2020,1,3,10,9,4,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA AGUASCALIENTES PONIENTE,RASGO ARROYO,,-102.31891,21.91498
67,1,1,2020,1,13,15,9,4,1,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,5,9,46,0,0,0,2,0,0,0,0,0,0,0,2,2,AVENIDA MARIANO HIDALGO,CALLE SIXTO VERDUZCO,,-102.25669,21.85418
68,1,1,2020,1,20,0,9,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,32,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA MARIANO ESCOBEDO,CALLE ROQUE GONZÁLEZ,,-102.27703000000001,21.86686
69,1,1,2020,1,4,50,10,5,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA HÉROE INMORTAL,CALLE 30 DE SEPTIEMBRE,,-102.26929,21.8513
70,1,1,2020,1,9,0,10,5,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,26,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA ALAMEDA,AVENIDA HEROICO COLEGIO MILITAR,,-102.27447,21.88393
71,1,1,2020,1,9,0,10,5,1,0,11,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,2,5,9,41,0,0,0,0,0,0,0,1,0,0,0,1,2,AVENIDA QUINTA,CALLE REPÚBLICA DEL PERÚ,,-102.29869000000001,21.863970000000002
73,1,1,2020,1,14,0,10,5,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,28,0,0,0,0,0,1,0,0,0,0,0,1,2,AVENIDA INDEPENDENCIA,AVENIDA AGUASCALIENTES NORTE,,-102.29746999999999,21.91568
74,1,1,2020,1,17,25,10,5,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,73,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE ERMITA DE SAN SEBASTIÁN,CALLE JUAN VALDÉS DÍAZ,,-102.26145,21.929389999999998
76,1,1,2020,1,21,30,8,3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE LOMA DEL NORTE,CALLE LOMA VERDE,,-102.25523000000001,21.91558
77,1,1,2020,1,20,30,10,5,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,23,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA AGUASCALIENTES PONIENTE,CALLE BOTTICELLI,,-102.31814,21.878
78,1,1,2020,1,22,10,10,5,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,25,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA HÉROE DE NACOZARI SUR,CALLE FRAY ANTONIO DE SEGOVIA,,-102.28272,21.86257
79,1,1,2020,1,22,20,10,5,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,29,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA PASEO DE LA CRUZ,CALLE PROLONGACIÓN TABACHÍN,,-102.27356999999999,21.87361
80,1,1,2020,1,0,19,11,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,35,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA SIGLO XXI,CALLE ESFUERZO NACIONAL,,-102.25356,21.893629999999998
81,1,1,2020,1,1,40,11,6,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,9,26,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE NICOLÁS RAMÍREZ,CALLE 22 DE OCTUBRE,,-102.31128000000001,21.87656
82,1,1,2020,1,2,30,11,6,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,21,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA GLORIETA BENITO JUÁREZ,CALLE IGNACIO T. CHÁVEZ,,-102.30055,21.873920000000002
83,1,1,2020,1,7,50,10,5,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,25,0,1,0,0,0,0,0,0,0,0,0,1,2,CALLE MAYOR PABLO GARCÍA,CALLE ESTANISLAO MEDINA,,-102.29649,21.84157
84,1,1,2020,1,18,50,10,5,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,1,0,0,0,0,0,1,2,CALLE ESCUDO,CALLE LA LOMA,,-102.24819000000001,21.89607
85,1,1,2020,1,3,0,11,6,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,32,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA CONVENCIÓN DE 1914 PONIENTE,CALLE PEDRO GARCÍA ROJAS,,-102.31193,21.89404
86,1,1,2020,1,8,40,11,6,1,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,5,9,27,0,1,0,0,0,0,0,0,0,0,0,1,2,AVENIDA LICENCIADO ADOLFO LÓPEZ MATEOS ORIENTE,AVENIDA FERROCARRIL,,-102.27816,21.878429999999998
87,1,1,2020,1,8,5,11,6,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,45,0,1,0,0,0,0,0,0,0,0,0,1,2,AVENIDA SIGLO XXI,CALLE JOSÉ LUIS CUEVAS,,-102.26162,21.920560000000002
89,1,1,2020,1,14,35,11,6,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,36,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA MAHATMA GANDHI,CALLE CERRO ACONCAGUA,,-102.2937,21.83023
90,1,1,2020,1,16,20,11,6,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,9,37,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE SIERRA DE TEPEHUANES,CALLE PICACHO ORIENTE,,-102.25824,21.90953
91,1,1,2020,1,3,0,11,6,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,32,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA CONVENCIÓN DE 1914 PONIENTE,CALLE PEDRO GARCÍA ROJAS,,-102.31193,21.89404
92,1,1,2020,1,15,45,11,6,1,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,5,9,48,0,1,0,0,0,0,0,0,0,0,0,1,2,CALLE JAMAY,CALLE MASCOTA,,-102.33529,21.8794
93,1,1,2020,1,19,50,11,6,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,59,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA HACIENDA SANTORAL,CALLE MISIÓN DE SAN MARGARITO FLORES GARCÍA,,-102.27024,21.80527
94,1,1,2020,1,20,10,11,6,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,31,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA LICENCIADO ADOLFO LÓPEZ MATEOS PONIENTE,CALLE RINCÓN,,-102.30512,21.87595
95,1,1,2020,1,21,5,11,6,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,30,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA SIGLO XXI,CALLE URBANISMO,,-102.24518,21.87175
96,1,1,2020,1,22,23,11,6,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,35,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA HÉROE INMORTAL,CALLE CAUDILLOS,,-102.26943,21.85912
97,1,1,2020,1,23,0,11,6,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,30,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA CONVENCIÓN DE 1914 NORTE,CALLE PINO,,-102.29724,21.89935
98,1,1,2020,1,1,0,11,6,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,44,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE GENERAL IGNACIO ZARAGOZA,CALLE GONZÁLEZ SARACHO,,-102.29077,21.88368
99,1,1,2020,1,1,40,11,6,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA CONVENCIÓN DE 1914 ORIENTE,AVENIDA LICENCIADO ADOLFO LÓPEZ MATEOS ORIENTE,,-102.27152,21.87807
100,1,1,2020,1,22,50,12,7,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,4,9,52,0,0,0,0,0,0,0,0,0,0,0,0,3,BOULEVARD JOSÉ MARÍA CHÁVEZ,CALLE CAROLINA VILLANUEVA DE GARCÍA,,-102.28908,21.834789999999998
101,1,1,2020,1,7,26,12,7,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,23,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA LICENCIADO ADOLFO LÓPEZ MATEOS PONIENTE,CALLE GENERAL VICENTE GUERRERO SUR,,-102.29895,21.87774
102,1,1,2020,1,7,50,12,7,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,56,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA SIGLO XXI,CALLE MATÍAS A. DE LA MOTA,,-102.26633000000001,21.92735
